"FullName","Relative","SizeBytes","LastWriteTime","InLikelyArtifactDir"
"C:\Users\scott\soccer-video\out\reels\tiktok\COMPARE__014__GOAL__t1904.20-t1925.20.mp4","out\reels\tiktok\COMPARE__014__GOAL__t1904.20-t1925.20.mp4","11733682","9/25/2025 1:54:53 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\COMPARE__003__GOAL__t224.80-t248.70.mp4","out\reels\tiktok\COMPARE__003__GOAL__t224.80-t248.70.mp4","11370188","9/25/2025 1:54:35 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\021__SHOT__t2860.70-t2873.00__ZOOM__tiktok.mp4","out\reels\tiktok\021__SHOT__t2860.70-t2873.00__ZOOM__tiktok.mp4","11279704","9/23/2025 12:04:31 PM","True"
"C:\Users\scott\soccer-video\out\reels\landscape\010__GOAL__t1541.10-t1547.90__BASE__landscape.mp4","out\reels\landscape\010__GOAL__t1541.10-t1547.90__BASE__landscape.mp4","11210867","9/23/2025 10:54:54 AM","True"
"C:\Users\scott\soccer-video\out\clips\clip_0166.mp4","out\clips\clip_0166.mp4","11023602","9/16/2025 2:10:25 PM","True"
"C:\Users\scott\soccer-video\out\clips\003__GOAL__t1660.90-t1664.00.mp4","out\clips\003__GOAL__t1660.90-t1664.00.mp4","11012050","9/22/2025 4:52:52 PM","True"
"C:\Users\scott\soccer-video\out\reels\landscape\003__GOAL__t1660.90-t1664.00__BASE__landscape.mp4","out\reels\landscape\003__GOAL__t1660.90-t1664.00__BASE__landscape.mp4","11012050","9/22/2025 4:52:56 PM","True"
"C:\Users\scott\soccer-video\out\clips\clip_0063.mp4","out\clips\clip_0063.mp4","10959667","9/16/2025 2:07:53 PM","True"
"C:\Users\scott\soccer-video\out\clips\clip_0217.mp4","out\clips\clip_0217.mp4","10916746","9/16/2025 2:11:54 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\004__GOAL__t266.50-t283.10__BASE__tiktok.mp4","out\reels\tiktok\004__GOAL__t266.50-t283.10__BASE__tiktok.mp4","10881699","9/23/2025 10:53:57 AM","True"
"C:\Users\scott\soccer-video\out\clips\clip_0109.mp4","out\clips\clip_0109.mp4","10865687","9/16/2025 2:09:01 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\016__SHOT__t2029.90-t2039.50__ZOOM__tiktok.mp4","out\reels\tiktok\016__SHOT__t2029.90-t2039.50__ZOOM__tiktok.mp4","10846774","9/23/2025 12:04:14 PM","True"
"C:\Users\scott\soccer-video\out\reels\tiktok\001__GOAL__t155.50-t166.40__ZOOM__tiktok.mp4","out\reels\tiktok\001__GOAL__t155.50-t166.40__ZOOM__tiktok.mp4","10799736","9/23/2025 12:03:19 PM","True"
"C:\Users\scott\soccer-video\out\clips\clip_0252.mp4","out\clips\clip_0252.mp4","10664773","9/16/2025 2:12:50 PM","True"
"C:\Users\scott\soccer-video\out\reels\landscape\007__GOAL__t982.00-t987.90__BASE__landscape.mp4","out\reels\landscape\007__GOAL__t982.00-t987.90__BASE__landscape.mp4","10607729","9/23/2025 10:54:26 AM","True"
