clip_id,clip_name,clip_path,clip_rel,clip_stem,created_at_utc,duration_s,width,height,fps,sha1_64,tags,t_start_s,t_end_s,master_path,master_rel
7d4b0e1589bdd219:013__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t49260.00-t51900.00,013__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t49260.00-t51900.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-20__TSC_vs_RVFC\013__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t49260.00-t51900.00.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-09-20__TSC_vs_RVFC/013__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t49260.00-t51900.00.mp4,013__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t49260.00-t51900.00,2026-02-10T15:13:53+00:00,44.842,1920,1080,24000/1001,7d4b0e1589bdd219,,821.000,865.000,C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4,out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4
e95d4599f89e7b93:014__2025-09-20__TSC_vs_RVFC__DEFENSE_BUILD_UP__t52800.00-t53820.00,014__2025-09-20__TSC_vs_RVFC__DEFENSE_BUILD_UP__t52800.00-t53820.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-20__TSC_vs_RVFC\014__2025-09-20__TSC_vs_RVFC__DEFENSE_BUILD_UP__t52800.00-t53820.00.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-09-20__TSC_vs_RVFC/014__2025-09-20__TSC_vs_RVFC__DEFENSE_BUILD_UP__t52800.00-t53820.00.mp4,014__2025-09-20__TSC_vs_RVFC__DEFENSE_BUILD_UP__t52800.00-t53820.00,2026-02-10T15:13:53+00:00,17.837,1920,1080,24/1,e95d4599f89e7b93,,880.000,897.000,C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4,out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4
82ededc3c1b1d34a:015__2025-09-20__TSC_vs_RVFC__SHOT__t55800.00-t56220.00,015__2025-09-20__TSC_vs_RVFC__SHOT__t55800.00-t56220.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-20__TSC_vs_RVFC\015__2025-09-20__TSC_vs_RVFC__SHOT__t55800.00-t56220.00.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-09-20__TSC_vs_RVFC/015__2025-09-20__TSC_vs_RVFC__SHOT__t55800.00-t56220.00.mp4,015__2025-09-20__TSC_vs_RVFC__SHOT__t55800.00-t56220.00,2026-02-10T15:13:54+00:00,7.835,1920,1080,24000/1001,82ededc3c1b1d34a,,930.000,937.000,C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4,out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4
845c48d7b85e71cb:016__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t59940.00-t61320.00,016__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t59940.00-t61320.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-20__TSC_vs_RVFC\016__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t59940.00-t61320.00.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-09-20__TSC_vs_RVFC/016__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t59940.00-t61320.00.mp4,016__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t59940.00-t61320.00,2026-02-10T15:13:54+00:00,23.840,1920,1080,24/1,845c48d7b85e71cb,,999.000,1022.000,C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4,out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4
863e47e61661554c:017__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1088.00-t1124.00_portrait_POST,017__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1088.00-t1124.00_portrait_POST.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-20__TSC_vs_RVFC\017__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1088.00-t1124.00_portrait_POST.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-09-20__TSC_vs_RVFC/017__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1088.00-t1124.00_portrait_POST.mp4,017__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1088.00-t1124.00_portrait_POST,2026-02-10T15:13:54+00:00,36.800,1920,1080,24000/1001,863e47e61661554c,,1088.000,1124.000,C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4,out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4
f34dc13e6aa9de53:018__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1147.00-t1153.00_portrait_POST,018__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1147.00-t1153.00_portrait_POST.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-20__TSC_vs_RVFC\018__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1147.00-t1153.00_portrait_POST.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-09-20__TSC_vs_RVFC/018__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1147.00-t1153.00_portrait_POST.mp4,018__2025-09-20__TSC_vs_RVFC__DRIBBLING_SHOT__t1147.00-t1153.00_portrait_POST,2026-02-10T15:13:54+00:00,6.795,1920,1080,24000/1001,f34dc13e6aa9de53,,1147.000,1153.000,C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4,out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4
51c01a2fe01c8176:019__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1158.00-t1182.00_portrait_POST,019__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1158.00-t1182.00_portrait_POST.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-20__TSC_vs_RVFC\019__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1158.00-t1182.00_portrait_POST.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-09-20__TSC_vs_RVFC/019__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1158.00-t1182.00_portrait_POST.mp4,019__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t1158.00-t1182.00_portrait_POST,2026-02-10T15:13:54+00:00,24.797,1920,1080,24000/1001,51c01a2fe01c8176,,1158.000,1182.000,C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4,out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4
af67c7dc5bdc0a1c:020__2025-09-20__TSC_vs_RVFC__SHOT__t1236.00-t1243.00_portrait_POST,020__2025-09-20__TSC_vs_RVFC__SHOT__t1236.00-t1243.00_portrait_POST.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-20__TSC_vs_RVFC\020__2025-09-20__TSC_vs_RVFC__SHOT__t1236.00-t1243.00_portrait_POST.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-09-20__TSC_vs_RVFC/020__2025-09-20__TSC_vs_RVFC__SHOT__t1236.00-t1243.00_portrait_POST.mp4,020__2025-09-20__TSC_vs_RVFC__SHOT__t1236.00-t1243.00_portrait_POST,2026-02-10T15:13:55+00:00,7.795,1920,1080,24/1,af67c7dc5bdc0a1c,,1236.000,1243.000,C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4,out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4
fc7513e695e10e8a:021__2025-09-20__TSC_vs_RVFC__CROSS__t1275.00-t1293.00_portrait_POST,021__2025-09-20__TSC_vs_RVFC__CROSS__t1275.00-t1293.00_portrait_POST.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-20__TSC_vs_RVFC\021__2025-09-20__TSC_vs_RVFC__CROSS__t1275.00-t1293.00_portrait_POST.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-09-20__TSC_vs_RVFC/021__2025-09-20__TSC_vs_RVFC__CROSS__t1275.00-t1293.00_portrait_POST.mp4,021__2025-09-20__TSC_vs_RVFC__CROSS__t1275.00-t1293.00_portrait_POST,2026-02-10T15:13:55+00:00,18.797,1920,1080,24/1,fc7513e695e10e8a,,1275.000,1293.000,C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4,out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4
b5b56cf13e9f1950:022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST,022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-20__TSC_vs_RVFC\022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-09-20__TSC_vs_RVFC/022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST.mp4,022__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1300.00-t1310.00_portrait_POST,2026-02-10T15:13:55+00:00,10.793,1920,1080,24000/1001,b5b56cf13e9f1950,,1300.000,1310.000,C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4,out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4
175d0656fd54df5c:023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1316.00-t1329.00_portrait_POST,023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1316.00-t1329.00_portrait_POST.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-20__TSC_vs_RVFC\023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1316.00-t1329.00_portrait_POST.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-09-20__TSC_vs_RVFC/023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1316.00-t1329.00_portrait_POST.mp4,023__2025-09-20__TSC_vs_RVFC__PRESSURE_SHOT__t1316.00-t1329.00_portrait_POST,2026-02-10T15:13:55+00:00,13.752,1920,1080,24/1,175d0656fd54df5c,,1316.000,1329.000,C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4,out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4
d261e571c4fefbae:024__2025-09-20__TSC_vs_RVFC__FREE_KICK__t1402.00-t1421.00_portrait_POST,024__2025-09-20__TSC_vs_RVFC__FREE_KICK__t1402.00-t1421.00_portrait_POST.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-09-20__TSC_vs_RVFC\024__2025-09-20__TSC_vs_RVFC__FREE_KICK__t1402.00-t1421.00_portrait_POST.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-09-20__TSC_vs_RVFC/024__2025-09-20__TSC_vs_RVFC__FREE_KICK__t1402.00-t1421.00_portrait_POST.mp4,024__2025-09-20__TSC_vs_RVFC__FREE_KICK__t1402.00-t1421.00_portrait_POST,2026-02-10T15:13:56+00:00,19.753,1920,1080,24/1,d261e571c4fefbae,,1402.000,1421.000,C:/Users/scott/soccer-video/out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4,out/games/2025-09-20__TSC_vs_RVFC/MASTER.mp4
806df60137188408:001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t23220.00-t24720.00,001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t23220.00-t24720.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t23220.00-t24720.00.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-04__TSC_vs_FC/001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t23220.00-t24720.00.mp4,001__2025-10-04__TSC_vs_FC_Tulsa_Black__DRIBBLING__t23220.00-t24720.00,2026-02-10T15:13:56+00:00,29.700,1920,1080,30/1,806df60137188408,,387.000,412.000,C:/Users/scott/soccer-video/out/games/2025-10-04__TSC_vs_FC_Tulsa_Black/MASTER.mp4,out/games/2025-10-04__TSC_vs_FC_Tulsa_Black/MASTER.mp4
24b80d820646385a:002__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t25260.00-t26940.00,002__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t25260.00-t26940.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\002__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t25260.00-t26940.00.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-04__TSC_vs_FC/002__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t25260.00-t26940.00.mp4,002__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t25260.00-t26940.00,2026-02-10T15:13:56+00:00,28.922,1920,1080,24000/1001,24b80d820646385a,,421.000,449.000,C:/Users/scott/soccer-video/out/games/2025-10-04__TSC_vs_FC_Tulsa_Black/MASTER.mp4,out/games/2025-10-04__TSC_vs_FC_Tulsa_Black/MASTER.mp4
b4001cb10e433b40:003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00,003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-04__TSC_vs_FC/003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00.mp4,003__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t27480.00-t29220.00,2026-02-10T15:13:56+00:00,31.000,1920,1080,30/1,b4001cb10e433b40,,458.000,487.000,C:/Users/scott/soccer-video/out/games/2025-10-04__TSC_vs_FC_Tulsa_Black/MASTER.mp4,out/games/2025-10-04__TSC_vs_FC_Tulsa_Black/MASTER.mp4
5e2f710772cea59b:004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t29700.00-t30780.00,004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t29700.00-t30780.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t29700.00-t30780.00.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-04__TSC_vs_FC/004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t29700.00-t30780.00.mp4,004__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP__t29700.00-t30780.00,2026-02-10T15:13:57+00:00,25.333,1920,1080,30/1,5e2f710772cea59b,,495.000,513.000,C:/Users/scott/soccer-video/out/games/2025-10-04__TSC_vs_FC_Tulsa_Black/MASTER.mp4,out/games/2025-10-04__TSC_vs_FC_Tulsa_Black/MASTER.mp4
761fef8b67d597aa:005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00,005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-04__TSC_vs_FC/005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00.mp4,005__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t36000.00-t36420.00,2026-02-10T15:13:57+00:00,7.877,1920,1080,24000/1001,761fef8b67d597aa,,600.000,607.000,C:/Users/scott/soccer-video/out/games/2025-10-04__TSC_vs_FC_Tulsa_Black/MASTER.mp4,out/games/2025-10-04__TSC_vs_FC_Tulsa_Black/MASTER.mp4
eb947185442a182f:001__2025-10-14__TSC_vs_BASC__CROSS__t1008.30-t1017.20,001__2025-10-14__TSC_vs_BASC__CROSS__t1008.30-t1017.20.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\001__2025-10-14__TSC_vs_BASC__CROSS__t1008.30-t1017.20.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-14__TSC_vs_BASC/001__2025-10-14__TSC_vs_BASC__CROSS__t1008.30-t1017.20.mp4,001__2025-10-14__TSC_vs_BASC__CROSS__t1008.30-t1017.20,2026-02-11T03:37:30+00:00,9.002,1920,1080,24000/1001,eb947185442a182f,cross,1008.300,1017.200,C:/Users/scott/soccer-video/out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4,out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4
4a89f8a3bf4d9d29:002__2025-10-14__TSC_vs_BASC__SHOT__t1099.50-t1107.20,002__2025-10-14__TSC_vs_BASC__SHOT__t1099.50-t1107.20.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\002__2025-10-14__TSC_vs_BASC__SHOT__t1099.50-t1107.20.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-14__TSC_vs_BASC/002__2025-10-14__TSC_vs_BASC__SHOT__t1099.50-t1107.20.mp4,002__2025-10-14__TSC_vs_BASC__SHOT__t1099.50-t1107.20,2026-02-11T03:37:30+00:00,8.000,1920,1080,24/1,4a89f8a3bf4d9d29,shot,1099.500,1107.200,C:/Users/scott/soccer-video/out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4,out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4
37c7d9988b1cc155:003__2025-10-14__TSC_vs_BASC__SHOT__t1252.70-t1274.70,003__2025-10-14__TSC_vs_BASC__SHOT__t1252.70-t1274.70.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\003__2025-10-14__TSC_vs_BASC__SHOT__t1252.70-t1274.70.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-14__TSC_vs_BASC/003__2025-10-14__TSC_vs_BASC__SHOT__t1252.70-t1274.70.mp4,003__2025-10-14__TSC_vs_BASC__SHOT__t1252.70-t1274.70,2026-02-11T03:37:30+00:00,22.462,1920,1080,24000/1001,37c7d9988b1cc155,shot,1252.700,1274.700,C:/Users/scott/soccer-video/out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4,out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4
1f47831411cc5a6e:004__2025-10-14__TSC_vs_BASC__GOAL__t1295.60-t1307.80,004__2025-10-14__TSC_vs_BASC__GOAL__t1295.60-t1307.80.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\004__2025-10-14__TSC_vs_BASC__GOAL__t1295.60-t1307.80.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-14__TSC_vs_BASC/004__2025-10-14__TSC_vs_BASC__GOAL__t1295.60-t1307.80.mp4,004__2025-10-14__TSC_vs_BASC__GOAL__t1295.60-t1307.80,2026-02-11T03:37:30+00:00,12.542,1920,1080,24/1,1f47831411cc5a6e,corner & goal,1295.600,1307.800,C:/Users/scott/soccer-video/out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4,out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4
74dcbf5949808597:005__2025-10-14__TSC_vs_BASC__SHOT__t1338.60-t1347.90,005__2025-10-14__TSC_vs_BASC__SHOT__t1338.60-t1347.90.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\005__2025-10-14__TSC_vs_BASC__SHOT__t1338.60-t1347.90.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-14__TSC_vs_BASC/005__2025-10-14__TSC_vs_BASC__SHOT__t1338.60-t1347.90.mp4,005__2025-10-14__TSC_vs_BASC__SHOT__t1338.60-t1347.90,2026-02-11T03:37:30+00:00,9.625,1920,1080,24/1,74dcbf5949808597,shot,1338.600,1347.900,C:/Users/scott/soccer-video/out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4,out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4
07598a965f00f92f:006__2025-10-14__TSC_vs_BASC__SHOT__t1396.00-t1418.10,006__2025-10-14__TSC_vs_BASC__SHOT__t1396.00-t1418.10.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\006__2025-10-14__TSC_vs_BASC__SHOT__t1396.00-t1418.10.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-14__TSC_vs_BASC/006__2025-10-14__TSC_vs_BASC__SHOT__t1396.00-t1418.10.mp4,006__2025-10-14__TSC_vs_BASC__SHOT__t1396.00-t1418.10,2026-02-11T03:37:30+00:00,22.835,1920,1080,24/1,07598a965f00f92f,shot,1396.000,1418.100,C:/Users/scott/soccer-video/out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4,out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4
b42903f368780784:007__2025-10-14__TSC_vs_BASC__GOAL__t1439.80-t1448.60,007__2025-10-14__TSC_vs_BASC__GOAL__t1439.80-t1448.60.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\007__2025-10-14__TSC_vs_BASC__GOAL__t1439.80-t1448.60.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-14__TSC_vs_BASC/007__2025-10-14__TSC_vs_BASC__GOAL__t1439.80-t1448.60.mp4,007__2025-10-14__TSC_vs_BASC__GOAL__t1439.80-t1448.60,2026-02-11T03:37:30+00:00,9.335,1920,1080,24000/1001,b42903f368780784,corner & goal,1439.800,1448.600,C:/Users/scott/soccer-video/out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4,out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4
5dd628e854a0ef90:008__2025-10-14__TSC_vs_BASC__SHOT__t1497.00-t1508.00,008__2025-10-14__TSC_vs_BASC__SHOT__t1497.00-t1508.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\008__2025-10-14__TSC_vs_BASC__SHOT__t1497.00-t1508.00.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-14__TSC_vs_BASC/008__2025-10-14__TSC_vs_BASC__SHOT__t1497.00-t1508.00.mp4,008__2025-10-14__TSC_vs_BASC__SHOT__t1497.00-t1508.00,2026-02-11T03:37:30+00:00,11.710,1920,1080,24/1,5dd628e854a0ef90,shot,1497.000,1508.000,C:/Users/scott/soccer-video/out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4,out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4
87936b843f2a1832:009__2025-10-14__TSC_vs_BASC__SHOT__t1552.50-t1565.00,009__2025-10-14__TSC_vs_BASC__SHOT__t1552.50-t1565.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\009__2025-10-14__TSC_vs_BASC__SHOT__t1552.50-t1565.00.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-14__TSC_vs_BASC/009__2025-10-14__TSC_vs_BASC__SHOT__t1552.50-t1565.00.mp4,009__2025-10-14__TSC_vs_BASC__SHOT__t1552.50-t1565.00,2026-02-11T03:37:30+00:00,12.712,1920,1080,24/1,87936b843f2a1832,shots,1552.500,1565.000,C:/Users/scott/soccer-video/out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4,out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4
da4088f4eab94fdc:010__2025-10-14__TSC_vs_BASC__GOAL__t1641.00-t1650.40,010__2025-10-14__TSC_vs_BASC__GOAL__t1641.00-t1650.40.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\010__2025-10-14__TSC_vs_BASC__GOAL__t1641.00-t1650.40.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-14__TSC_vs_BASC/010__2025-10-14__TSC_vs_BASC__GOAL__t1641.00-t1650.40.mp4,010__2025-10-14__TSC_vs_BASC__GOAL__t1641.00-t1650.40,2026-02-11T03:37:31+00:00,10.085,1920,1080,24/1,da4088f4eab94fdc,goal,1641.000,1650.400,C:/Users/scott/soccer-video/out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4,out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4
864d0c4dcefc72a1:011__2025-10-14__TSC_vs_BASC__SHOT__t1718.60-t1730.60,011__2025-10-14__TSC_vs_BASC__SHOT__t1718.60-t1730.60.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\011__2025-10-14__TSC_vs_BASC__SHOT__t1718.60-t1730.60.mp4,C:/Users/scott/OneDrive/SoccerVideoMedia/out/atomic_clips/2025-10-14__TSC_vs_BASC/011__2025-10-14__TSC_vs_BASC__SHOT__t1718.60-t1730.60.mp4,011__2025-10-14__TSC_vs_BASC__SHOT__t1718.60-t1730.60,2026-02-11T03:37:31+00:00,12.292,1920,1080,24/1,864d0c4dcefc72a1,shots,1718.600,1730.600,C:/Users/scott/soccer-video/out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4,out/games/2025-10-14__TSC_vs_BASC/MASTER.mp4
