ClipID,MatchKey,AtomicPath,PortraitPaths,DurationSeconds,Width,Height
013__GOAL__t1767.50-t1772.60.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\013__GOAL__t1767.50-t1772.60.__CINEMATIC.__CINEMATIC.mp4,,,,
013__GOAL__t1767.50-t1772.60.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\013__GOAL__t1767.50-t1772.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
013__GOAL__t1767.50-t1772.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\013__GOAL__t1767.50-t1772.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
013__GOAL__t1767.50-t1772.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\013__GOAL__t1767.50-t1772.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
013__GOAL__t1767.50-t1772.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\013__GOAL__t1767.50-t1772.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
013__GOAL__t1767.50-t1772.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\013__GOAL__t1767.50-t1772.60.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.mp4,,,,
014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.mp4,,,,
014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.mp4,,,,
014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\014__2025-09-13__TSC_vs_NEOFC__GOAL__t1904.20-t1925.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t63780.00-t64380.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\014__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t63780.00-t64380.00.mp4,,,,
014__2025-09-20__TSC_vs_RVFC__DEFENSE_BUILD_UP__t52800.00-t53820.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\014__2025-09-20__TSC_vs_RVFC__DEFENSE_BUILD_UP__t52800.00-t53820.00.mp4,,,,
014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.mp4,,,,
014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.__CINEMATIC.mp4,,,,
014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.__CINEMATIC.__CINEMATIC.mp4,,,,
014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-10-04__TSC_vs_FC,C:\Users\scott\soccer-video\out\atomic_clips\2025-10-04__TSC_vs_FC\014__2025-10-04__TSC_vs_FC_Tulsa_Black__SHOT__t2354400.00-t2394000.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__GOAL__t1904.20-t1925.20,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\014__GOAL__t1904.20-t1925.20.mp4,,,,
014__GOAL__t1904.20-t1925.20.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\014__GOAL__t1904.20-t1925.20.__CINEMATIC.mp4,,,,
014__GOAL__t1904.20-t1925.20.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\014__GOAL__t1904.20-t1925.20.__CINEMATIC.__CINEMATIC.mp4,,,,
014__GOAL__t1904.20-t1925.20.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\014__GOAL__t1904.20-t1925.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__GOAL__t1904.20-t1925.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\014__GOAL__t1904.20-t1925.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__GOAL__t1904.20-t1925.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\014__GOAL__t1904.20-t1925.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__GOAL__t1904.20-t1925.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\014__GOAL__t1904.20-t1925.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
014__GOAL__t1904.20-t1925.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\014__GOAL__t1904.20-t1925.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.mp4,,,,
015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.mp4,,,,
015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.__CINEMATIC.mp4,,,,
015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\015__2025-09-13__TSC_vs_NEOFC__DRIBBLING__t1972.50-t1980.70_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
015__2025-09-20__TSC_vs_Greenwood__SHOT__t64860.00-t65280.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\015__2025-09-20__TSC_vs_Greenwood__SHOT__t64860.00-t65280.00.mp4,,,,
015__2025-09-20__TSC_vs_RVFC__SHOT__t55800.00-t56220.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\015__2025-09-20__TSC_vs_RVFC__SHOT__t55800.00-t56220.00.mp4,,,,
015__DRIBBLING__t1972.50-t1980.70,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\015__DRIBBLING__t1972.50-t1980.70.mp4,,,,
015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.mp4,,,,
015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.__CINEMATIC.mp4,,,,
015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\015__DRIBBLING__t1972.50-t1980.70.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.mp4,,,,
016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.__CINEMATIC.mp4,,,,
016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.__CINEMATIC.__CINEMATIC.mp4,,,,
016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\016__2025-09-13__TSC_vs_NEOFC__SHOT__t2029.90-t2039.50_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
016__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t71700.00-t72540.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\016__2025-09-20__TSC_vs_Greenwood__BUILD_UP_PLAY_SHOT__t71700.00-t72540.00.mp4,,,,
016__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t59940.00-t61320.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\016__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t59940.00-t61320.00.mp4,,,,
016__SHOT__t2029.90-t2039.50,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\016__SHOT__t2029.90-t2039.50.mp4,,,,
016__SHOT__t2029.90-t2039.50.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\016__SHOT__t2029.90-t2039.50.__CINEMATIC.mp4,,,,
016__SHOT__t2029.90-t2039.50.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\016__SHOT__t2029.90-t2039.50.__CINEMATIC.__CINEMATIC.mp4,,,,
016__SHOT__t2029.90-t2039.50.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\016__SHOT__t2029.90-t2039.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
016__SHOT__t2029.90-t2039.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\016__SHOT__t2029.90-t2039.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
016__SHOT__t2029.90-t2039.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\016__SHOT__t2029.90-t2039.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
016__SHOT__t2029.90-t2039.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\016__SHOT__t2029.90-t2039.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
016__SHOT__t2029.90-t2039.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\016__SHOT__t2029.90-t2039.50.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.mp4,,,,
017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.__CINEMATIC.mp4,,,,
017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.__CINEMATIC.__CINEMATIC.mp4,,,,
017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,2025-09-13__TSC_vs_NEOFC,C:\Users\scott\soccer-video\out\atomic_clips\2025-09-13__TSC_vs_NEOFC\017__2025-09-13__TSC_vs_NEOFC__SHOT__t2284.90-t2298.20_portrait_POST.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
017__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t72720.00-t73440.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\017__2025-09-20__TSC_vs_Greenwood__PRESSURE_SHOT__t72720.00-t73440.00.mp4,,,,
017__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t65280.00-t67440.00,_quarantine,C:\Users\scott\soccer-video\out\atomic_clips\_quarantine\017__2025-09-20__TSC_vs_RVFC__BUILD_UP_PLAY_SHOT__t65280.00-t67440.00.mp4,,,,
017__SHOT__t2284.90-t2298.20,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\017__SHOT__t2284.90-t2298.20.mp4,,,,
017__SHOT__t2284.90-t2298.20.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\017__SHOT__t2284.90-t2298.20.__CINEMATIC.mp4,,,,
017__SHOT__t2284.90-t2298.20.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\017__SHOT__t2284.90-t2298.20.__CINEMATIC.__CINEMATIC.mp4,,,,
017__SHOT__t2284.90-t2298.20.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\017__SHOT__t2284.90-t2298.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
017__SHOT__t2284.90-t2298.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\017__SHOT__t2284.90-t2298.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
017__SHOT__t2284.90-t2298.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\017__SHOT__t2284.90-t2298.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
017__SHOT__t2284.90-t2298.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC,misc,C:\Users\scott\soccer-video\out\atomic_clips\misc\017__SHOT__t2284.90-t2298.20.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,
